counter,Session.ID,FailingMethod,Question.ID,Answer.duration_seconds,Answer.timestamp,Answer.confidence,Answer.difficulty,TP,TN,FN,FP,Answer.option,Answer.order,Answer.explanation,Code.LOC,Code.complexity,Worker.ID,Worker.score,Worker.profession,Worker.yearsOfExperience,Worker.age,Worker.gender,Worker.whereLearnedToCode,Worker.country,Worker.programmingLanguage
1385,671ai-9g-2a801,HIT04_7,34,263.855,Wed 2015 Jul 08 11:37:18.14,4,2,0,1,0,0,NO,3,"I don't think this is a problem. The int is 32-bit; so should be large enough to hold index values. The definition of the class's index vars (minStartIndex; etc.) are not shown here; but I'm assuming they would be ints too. In the for loop at line 13 of the second code sample; an ""int i"" is used. So I think an int should be fine in this case.",1,1,333aA2c-1a4-28,5,Professional_Developer,32,48,Male,High School;University;Web,United States,C++; PHP; JavaScript; HTML
1387,619EA-1g3e253,HIT04_7,34,131.764,Wed 2015 Jul 08 18:43:43.33,3,3,0,0,0,1,YES,3,index is defined as an int and there are several instances where the code is trying to set a long variable equal to it.,1,1,1160gG0A0g516,4,Professional_Developer,5,33,Male,Web,US,javascript; php
1388,606gI-5C-2I2-31,HIT04_7,34,489.023,Thu 2015 Jul 09 00:31:29.81,2,5,0,1,0,0,NO,3,It refers to the index of the data item to get updated and it has the values of upper and lower bound only.It can't be  a Null value and assertion failed error is not expected.,1,1,1266Gc-4I7C152,3,Professional_Developer,9,33,Female,University,india,PHP
1391,567Gg0E0G713,HIT04_7,34,283.556,Fri 2015 Jul 10 14:28:14.20,5,4,0,1,0,0,NO,3,As index is an integer variable and it is used to assign values to the parameterized method updateBounds. Its value and even datatype will not affect the source code implementation.,1,1,1566Gg-1I7G-1-4-3,4,Professional_Developer,2,24,Male,University,canada,java; plsql
1393,66Ag-7g4e-2-8-1,HIT04_7,34,401.846,Fri 2015 Jul 10 22:04:15.85,5,4,0,0,0,1,YES,3,The problem is in the case of the updateBounds() call during the call to add() where the index is set to this.data.size() - 1; which will be 0.  All the following if statements compare to >= 0; but the min/max/Start/End/Index vars are all still -1 at this point.  The ifs should be comparing > 0 instead (I think).  But as it is; I'm surprised it isn't throwing an exception when trying to do getStart() and getEnd() based on min/max/Start/End/Index vars that are either -1 or have unknown values.,1,1,47Gi2a9C33-3,4,Professional_Developer,25,53,Male,University,US,perl; c; javascript; php
1394,56ae-8G3c7-6-5,HIT04_7,34,789.21,Sat 2015 Jul 11 12:58:38.22,4,1,0,0,0,1,YES,3,line 309 will be executed for a scenario not in the code below.  The code below is not sufficient for the output above.,1,1,99IG-7e4g019,5,Professional_Developer,15,35,Male,University,USA,Java;python;SQL
1397,27IC9G9C572,HIT04_7,34,98.229,Sun 2015 Jul 12 10:59:38.62,3,3,0,1,0,0,NO,3,ya it may be the reason because it expected only one index value but it gives the over of 1 so it can be . ,1,1,20ca-1G-6C-3-7-3:10AE4G-4a370:46AI8G-4A8-2-2,5,Professional_Developer,2,25,Male,University,india,java
1401,775cA-3g8i-52-3,HIT07_33,97,12.52,Tue 2015 Jul 07 14:42:40.26,2,4,0,1,0,0,NO,1,it looks fine to me.  It checks for NULL first; if it's not null then it's either empty or populated.,1,1,10Ei5i-5c-61-9,5,Professional_Developer,7,28,Male,University,United States,visual fox pro
1407,754Ec-7e5G8-78,HIT07_33,97,189.976,Tue 2015 Jul 07 17:10:55.59,5,1,0,0,0,1,YES,1,the template isn't expecting a null pointer - but that's what is being passed in! ,1,1,94iC8I-7g2-6-9:176ac-2C-6e7-94,3,Professional_Developer,25,42,Male,High School;University;Web,United States of America,C#; C++
1408,751eC-4E0e597,HIT07_33,97,257.502,Tue 2015 Jul 07 17:23:33.27,4,3,0,1,0,0,NO,1,"The error seems to be dependent on what is passed into the function and not the definition of the variable ""array""",1,1,307Cg-5C7a4-4-3:881AI5C9I3-85,4,Professional_Developer,4,22,Male,University,USA,Java; C++
1409,748Ce-3E4I-110,HIT07_33,97,232.358,Tue 2015 Jul 07 18:11:25.08,4,2,0,1,0,0,NO,1,It looks like array is being properly declared as a variable here and that shouldn't be causing a problem.,1,1,358ig-7C7C5-1-2:10EI0c-3A0-3-9,5,Professional_Developer,5,32,Male,University,USA,SQL
1416,88AE-1c-2a-894,HIT07_33,97,13.06,Fri 2015 Jul 10 20:35:27.63,5,3,0,1,0,0,NO,3,the method public static Class<?>[] toClass(Object... array) Converts an array of Object in to an array of Class objects. If any of these objects is null; a null element will be inserted into the array.This method returns null for a null input array.  Now the method; public static boolean equals(Object[] a;Object[] a2) Returns true if the two specified arrays of Objects are equal to one another. The two arrays are considered equal if both arrays contain the same number of elements; and all corresponding pairs of elements in the two arrays are equal. Two objects e1 and e2 are considered equal if (e1==null ? e2==null : e1.equals(e2)). In other words; the two arrays are equal if they contain the same elements in the same order. Also; two array references are considered equal if both are null.  and we have null inserted into the arrays to be compared ==> java.lang.NullPointerException,1,1,11IC-3a0E1-10:322iA-8I0A31-6:671Ca6c4e-5-9-9,4,Professional_Developer,20,45,Male,University,US,Java; JEE
1417,87iA5i-8C-1-79,HIT07_33,97,159.159,Fri 2015 Jul 10 21:07:36.79,5,2,0,1,0,0,NO,1,An object is being passed as an array as a parameter in toClass; so this shouldn't cause the exception.,1,1,40Ag4a-1c-41-2,3,Professional_Developer,3,25,Female,Web,United States,php; python; javascript
1420,73ii-6A1G-333,HIT07_33,97,281.27,Sat 2015 Jul 11 10:35:23.93,3,3,0,1,0,0,NO,1,NO it is not reason to the failure the it can able to store any type of data's in java. object is a common type to hole data s ,1,1,20ca-1G-6C-3-7-3:10AE4G-4a370:46AI8G-4A8-2-2,5,Professional_Developer,2,25,Male,University,india,java
1421,776cc-5E-8c-7-9-5,HIT07_33,104,45.088,Tue 2015 Jul 07 14:42:58.04,3,4,0,0,0,1,YES,1,Yes because the line is trying to get the class of a null object.,1,1,9gG8A-6g-1-55:601eI7I-3a-5-5-6,4,Professional_Developer,5,30,Male,University,United States,C#
1429,749Ci-2C7G64-1,HIT07_33,104,507.941,Tue 2015 Jul 07 18:05:01.16,5,1,0,0,0,1,YES,1,"input for the method is passed with null;     new Class[]{String.class; null; Double.class}; ClassUtils.toClass(new Object[]{""Test"";null;99d}",1,1,230GE3I5a522,4,Professional_Developer,6,29,Female,University;Web,USA,JAVA
1432,737EG0i4g82-2,HIT07_33,104,485.485,Tue 2015 Jul 07 20:17:39.41,5,2,0,0,0,1,YES,1,The FOR loop should check if the element (array[i]) is null.  If yes; then set classes[i] to null.  Else; assign classes[i] to the return of getClass().,1,1,28Gc-2i-9C-18-2:442cA-6G6i-749,4,Professional_Developer,14,36,Female,University,USA,c++
1439,89GI-9A0c750,HIT07_33,104,53.939,Fri 2015 Jul 10 20:12:39.90,5,2,0,0,0,1,YES,3,Trying to get the class of a null object will throw a nullpointexception,1,1,15GG-1G-6I44-8:1540CE2g-7G26-4,5,Professional_Developer,10,32,Male,University;Web,USA,php
1440,88AE-1c-2a-894,HIT07_33,104,645.326,Fri 2015 Jul 10 20:34:55.78,5,3,0,1,0,0,NO,1,the method public static Class<?>[] toClass(Object... array) Converts an array of Object in to an array of Class objects. If any of these objects is null; a null element will be inserted into the array.This method returns null for a null input array.  Now the method; public static boolean equals(Object[] a;Object[] a2) Returns true if the two specified arrays of Objects are equal to one another. The two arrays are considered equal if both arrays contain the same number of elements; and all corresponding pairs of elements in the two arrays are equal. Two objects e1 and e2 are considered equal if (e1==null ? e2==null : e1.equals(e2)). In other words; the two arrays are equal if they contain the same elements in the same order. Also; two array references are considered equal if both are null.  and we have null inserted into the arrays to be compared ==> java.lang.NullPointerException,1,1,11IC-3a0E1-10:322iA-8I0A31-6:671Ca6c4e-5-9-9,4,Professional_Developer,20,45,Male,University,US,Java; JEE
1441,776cc-5E-8c-7-9-5,HIT07_33,101,35.956,Tue 2015 Jul 07 14:43:33.99,5,3,0,1,0,0,NO,2,No because the array has a length of 2 which is not null.,1,1,9gG8A-6g-1-55:601eI7I-3a-5-5-6,4,Professional_Developer,5,30,Male,University,United States,C#
1449,749Ci-2C7G64-1,HIT07_33,101,127.617,Tue 2015 Jul 07 18:07:08.78,5,1,0,1,0,0,NO,2,new Class[array.length]; it basically returns the length of the array; since input has values and null check has been done before this statement; this statement will not create an issue. ,1,1,230GE3I5a522,4,Professional_Developer,6,29,Female,University;Web,USA,JAVA
1452,737EG0i4g82-2,HIT07_33,101,115.285,Tue 2015 Jul 07 20:19:34.70,4,2,0,1,0,0,NO,2,No; that line just creates a Class<> array of the length of array.length.,1,1,28Gc-2i-9C-18-2:442cA-6G6i-749,4,Professional_Developer,14,36,Female,University,USA,c++
1458,88AE-1c-2a-894,HIT07_33,101,18.794,Fri 2015 Jul 10 20:35:14.57,5,3,0,1,0,0,NO,2,the method public static Class<?>[] toClass(Object... array) Converts an array of Object in to an array of Class objects. If any of these objects is null; a null element will be inserted into the array.This method returns null for a null input array.  Now the method; public static boolean equals(Object[] a;Object[] a2) Returns true if the two specified arrays of Objects are equal to one another. The two arrays are considered equal if both arrays contain the same number of elements; and all corresponding pairs of elements in the two arrays are equal. Two objects e1 and e2 are considered equal if (e1==null ? e2==null : e1.equals(e2)). In other words; the two arrays are equal if they contain the same elements in the same order. Also; two array references are considered equal if both are null.  and we have null inserted into the arrays to be compared ==> java.lang.NullPointerException,1,1,11IC-3a0E1-10:322iA-8I0A31-6:671Ca6c4e-5-9-9,4,Professional_Developer,20,45,Male,University,US,Java; JEE
1460,74gI-7g-7a00-2,HIT07_33,101,182.93,Sat 2015 Jul 11 09:14:35.64,3,4,0,1,0,0,NO,2,In line 903 and 905 array is checked for null values and if the array is empty the code after that won't get executed and the condition returns.hence the array length cannot be empty .,1,1,75IG0G-7C6-30:286AC-3A-2g0-74:3aI0C8I-9-2-5,4,Professional_Developer,9,33,Female,University,india,PHP
1461,776cc-5E-8c-7-9-5,HIT07_33,98,32.867,Tue 2015 Jul 07 14:44:06.86,5,3,0,1,0,0,NO,3,No because the array is not equal to null and the length is 2.,5,3,9gG8A-6g-1-55:601eI7I-3a-5-5-6,4,Professional_Developer,5,30,Male,University,United States,C#
1462,774ie-7E4G-2-4-6,HIT07_33,98,229.124,Tue 2015 Jul 07 14:46:48.73,5,2,0,1,0,0,NO,1,The conditional clause between 903 and 907 cannot throw a NullPointerException. The clause is checking for nulls and then an empty array.,5,3,7gG-1G-3C163,4,Professional_Developer,5,29,Male,University;Other On the job,USA,Python; SQL; Java
1463,771ac0e8G-248,HIT07_33,98,42.72,Tue 2015 Jul 07 15:00:13.77,4,4,0,1,0,0,NO,1,no there is no issue wit that ,5,3,35eA-7i-2a656,5,Professional_Developer,3,25,Male,University,India,JAVA
1468,765ce-7a-9E-4-62,HIT07_33,98,210.295,Tue 2015 Jul 07 15:39:39.18,3,4,0,0,0,1,YES,1,A null pointer exception means that one of the variables you are passing is null.    This error occurs when you try to refer to a null object instance. I strongly recommend you that use exception handling to avoid unexpected program behavior.  ,5,3,23EE-1c8E1-7-2:16eA-3g-9A-7-5-3,4,Professional_Developer,6,31,Female,University;Web,INDIA,PHP;MySQL
1470,756Ig-5G2I-7-2-3,HIT07_33,98,163.982,Tue 2015 Jul 07 16:14:48.15,5,2,0,1,0,0,NO,1,No; the second element of array is null; but the array itself is not null.,5,3,27Ei-8i0A-3-59:15cG-7i7C996,3,Professional_Developer,23,44,Male,High School;University,USA,RPG; Visual Basic
1476,749Ci-2C7G64-1,HIT07_33,98,78.843,Tue 2015 Jul 07 18:08:27.62,5,1,0,1,0,0,NO,3,statements from line 903 to 907 is basically used for null check and length check; we will not have any issues with the statements.,5,3,230GE3I5a522,4,Professional_Developer,6,29,Female,University;Web,USA,JAVA
1477,747GA3e-1C4-4-7,HIT07_33,98,437.18,Tue 2015 Jul 07 18:14:58.83,4,2,0,0,0,1,YES,1,This checks array length; which is acceptable.  But first it looks like it's trying to look at each array object but instead is looking at array. Should be array[i] and within the loop.,5,3,321Ei-7C3c96-3,3,Professional_Developer,5,40,Male,University,USA,SQL
1479,744Eg-8a-5g624,HIT07_33,98,274.026,Tue 2015 Jul 07 18:51:22.38,5,1,0,1,0,0,NO,1,"The Object array being passed in contains a null element; but the list itself is not null. Therefore the code highlighted will not have a problem. ""array==null"" will just evaluate to false; then array.length will not be 0. Accessing array.length will not cause an exception since the array does contain elements.",5,3,333aA2c-1a4-28,5,Professional_Developer,32,48,Male,High School;University;Web,United States,C++; PHP; JavaScript; HTML
1483,920CC-3g6C1-6-8,HIT08_54,121,154.099,Tue 2015 Jul 07 16:07:47.53,5,2,0,1,0,0,NO,1,No because there is a character at position 4 so this wouldn't throw an exception.,1,1,9gG8A-6g-1-55:601eI7I-3a-5-5-6,4,Professional_Developer,5,30,Male,University,United States,C#
1484,912ca7g6E15-5,HIT08_54,121,357.326,Tue 2015 Jul 07 16:35:25.19,5,3,0,1,0,0,NO,1,ch4 is P. The only check for ch4 is (ch4 < 'A' || ch4 > 'Z'). ch4 is P; which makes this check return false. So the invalid format is not due to this ch4.,1,1,220aC0I-6a0-6-3,5,Professional_Developer,8,31,Female,University,USA,C
1485,904Ai-7c-7A-568,HIT08_54,121,365.33,Tue 2015 Jul 07 17:44:30.73,4,2,0,1,0,0,NO,1,Per the comments; the locale should be language as two character followed by underscore then country followed by underscore. The input does not have a second underscore; but ijstead an O,1,1,321Ei-7C3c96-3,3,Professional_Developer,5,40,Male,University,USA,SQL
1487,888eA0c4i38-1,HIT08_54,121,392.801,Tue 2015 Jul 07 19:57:27.20,5,1,0,1,0,0,NO,1,"The problem is with 'ch3' because based on ""fr__POSIX""; ch3 will be ""_""; which is not a letter between A and Z.  The function is expecting one underscore; where as the string passed in has two underscores. ",1,1,28Gc-2i-9C-18-2:442cA-6G6i-749,4,Professional_Developer,14,36,Female,University,USA,c++
1489,872GA2G-5c-332,HIT08_54,121,286.497,Tue 2015 Jul 07 21:02:21.57,5,1,0,1,0,0,NO,1,"The 4th character of ""fr_POSIX"" is ""O""; given that the first letter is given position zero. The letter ""O"" is a char; so that variable should not be a problem.",1,1,434Ci3a0c-1-68,4,Professional_Developer,33,57,Male,University;Web;Other Self-study; books,USA,C#
1490,864EG8E-2A-810,HIT08_54,121,407.161,Tue 2015 Jul 07 21:36:36.54,5,3,0,1,0,0,NO,1,The problem is with line 115 with ch3.  The String fr__POSIX is 9 characters long and since a String is just a zero-based array of characters; the 3rd character is _.  And line 115 states that ch3 must be a letter.,1,1,529EI4e7C696,3,Professional_Developer,8,29,Male,High School;University;Web,United States of America,Java
1491,856cG6E9e87-3,HIT08_54,121,358.871,Tue 2015 Jul 07 22:22:51.02,5,3,0,1,0,0,NO,1,"string being passed should have only one underscore like ""en_GB"" but it has two underscore fr__POSIX; so error occured. nothing wrong with ch4",1,1,565Ag1e1E5-67,4,Professional_Developer,3,26,Female,University,india,C#
1494,832ca0E-8c02-5,HIT08_54,121,161.034,Wed 2015 Jul 08 00:49:09.61,5,1,0,0,0,1,YES,1,String comparison not valid,1,1,658ge-9g0G8-33,4,Professional_Developer,5,36,Male,University,USA,Java
1497,808gi4e-1e-72-6,HIT08_54,121,267.697,Wed 2015 Jul 08 09:53:22.36,5,2,0,1,0,0,NO,1,The 4th index is the 5th character of the string; which is 'P'.  As the character value for 'P' is between 'A' and 'Z'; there is no issue (from the if statement conditional in the line below).,1,1,881AC0I2E-625:135cI3E-7e8-86,5,Professional_Developer,7,24,Male,High School;University;Web,United States,C++;Java;PHP
1499,792gc-7C-5C-7-8-8,HIT08_54,121,683.919,Wed 2015 Jul 08 15:57:51.76,4,2,0,1,0,0,NO,1,The issue is with line ch3. Ch3 has _ (underscore) at runtime which causes the 'if' check to fail and causes it to throw the exception. There is no problem with ch4.,1,1,1085iG9e-2C-6-57,5,Professional_Developer,3,24,Male,High School;University,India,Java
1501,775cA-3g8i-52-3,HIT07_33,102,262.616,Tue 2015 Jul 07 14:47:02.88,3,3,0,0,0,1,YES,2,I think when it gets to array[i] when I is 1. It references null   So calling getClass() on null will give null pointer exception,3,3,10Ei5i-5c-61-9,5,Professional_Developer,7,28,Male,University,United States,visual fox pro
1507,754Ec-7e5G8-78,HIT07_33,102,57.665,Tue 2015 Jul 07 17:11:53.26,5,1,0,0,0,1,YES,2,the getClass() method cannot read from null!,3,3,94iC8I-7g2-6-9:176ac-2C-6e7-94,3,Professional_Developer,25,42,Male,High School;University;Web,United States of America,C#; C++
1508,751eC-4E0e597,HIT07_33,102,62.19,Tue 2015 Jul 07 17:24:35.46,0,3,0,0,0,0,IDK,2,I want to say the error of the NullPointerException is caused by these lines of code; as this is where you finally call on the array object; after checking to see if the object itself is null or empty.,3,3,307Cg-5C7a4-4-3:881AI5C9I3-85,4,Professional_Developer,4,22,Male,University,USA,Java; C++
1509,748Ce-3E4I-110,HIT07_33,102,111.521,Tue 2015 Jul 07 18:13:16.60,2,3,0,0,0,1,YES,2,I'm not sure if the .getClass() call is actually calling anything that is defined in the programming. This could potentially be causing a null exception.,3,3,358ig-7C7C5-1-2:10EI0c-3A0-3-9,5,Professional_Developer,5,32,Male,University,USA,SQL
1516,87iA5i-8C-1-79,HIT07_33,102,65.871,Fri 2015 Jul 10 21:08:42.66,4,3,0,0,0,1,YES,2,I believe index 1 in the array being looped through is a null; so this would cause an exception since getClass expects an object; not null. ,3,3,40Ag4a-1c-41-2,3,Professional_Developer,3,25,Female,Web,United States,php; python; javascript
1518,73ii-6A1G-333,HIT07_33,102,143.716,Sat 2015 Jul 11 10:37:47.65,3,3,0,1,0,0,NO,2,yes the classes is the set type and the array is the object type so the type conversion is not possible it the reason for the failure,3,3,20ca-1G-6C-3-7-3:10AE4G-4a370:46AI8G-4A8-2-2,5,Professional_Developer,2,25,Male,University,india,java
1520,53ea-1C-3g680,HIT07_33,102,187.228,Sat 2015 Jul 11 23:19:42.98,3,4,0,1,0,0,NO,1,There will not be any failure; Iterating set of classes and returning set of classes.we can print the value array[i].getClass() to know set of classes .,3,3,29ii5g2i4-31,5,Professional_Developer,2,30,Male,University,USA,java; peoplesoft
1523,920CC-3g6C1-6-8,HIT08_54,113,31.716,Tue 2015 Jul 07 16:08:19.25,5,2,0,1,0,0,NO,2,No because there is a character at position 1 and it is a valid character.,1,1,9gG8A-6g-1-55:601eI7I-3a-5-5-6,4,Professional_Developer,5,30,Male,University,United States,C#
1524,912ca7g6E15-5,HIT08_54,113,57.171,Tue 2015 Jul 07 16:36:22.36,5,1,0,1,0,0,NO,2,      char ch1 = str.charAt(1); will just give back r. no issue.,1,1,220aC0I-6a0-6-3,5,Professional_Developer,8,31,Female,University,USA,C
1525,904Ai-7c-7A-568,HIT08_54,113,257.01,Tue 2015 Jul 07 17:48:47.74,2,2,0,1,0,0,NO,2,Per instructions; the data should be two letter language; underscore; two letter country; underscore; three characters. The input is missing a second underscore.,1,1,321Ei-7C3c96-3,3,Professional_Developer,5,40,Male,University,USA,SQL
1527,888eA0c4i38-1,HIT08_54,113,98.2,Tue 2015 Jul 07 19:59:05.40,5,1,0,1,0,0,NO,2,No; that line would correctly get 'r'; which is between 'a' and 'z'.,1,1,28Gc-2i-9C-18-2:442cA-6G6i-749,4,Professional_Developer,14,36,Female,University,USA,c++
1529,872GA2G-5c-332,HIT08_54,113,334.45,Tue 2015 Jul 07 21:07:56.02,5,2,0,1,0,0,NO,2,"ch1 holds the character ""r""; and ""r"" is between ""a"" and ""z""; so it is not a problem. I don't see a problem with how ""charAt"" is used here.",1,1,434Ci3a0c-1-68,4,Professional_Developer,33,57,Male,University;Web;Other Self-study; books,USA,C#
1530,864EG8E-2A-810,HIT08_54,113,58.669,Tue 2015 Jul 07 21:37:35.21,5,1,0,1,0,0,NO,2,Line 103 is looking for the character in position 1 of fr__POSIX which is 'r'.  Which is a valid character,1,1,529EI4e7C696,3,Professional_Developer,8,29,Male,High School;University;Web,United States of America,Java
1533,832ca0E-8c02-5,HIT08_54,113,58.616,Wed 2015 Jul 08 00:50:08.23,5,1,0,1,0,0,NO,2,determining character at a position,1,1,658ge-9g0G8-33,4,Professional_Developer,5,36,Male,University,USA,Java
1536,808gi4e-1e-72-6,HIT08_54,113,68.815,Wed 2015 Jul 08 09:54:31.18,5,1,0,1,0,0,NO,2,There is no issue; as a character at that position exists (i.e. the string has more than two characters).,1,1,881AC0I2E-625:135cI3E-7e8-86,5,Professional_Developer,7,24,Male,High School;University;Web,United States,C++;Java;PHP
1538,792gc-7C-5C-7-8-8,HIT08_54,113,65.954,Wed 2015 Jul 08 15:58:57.71,5,2,0,1,0,0,NO,2,You are invoking charAt in the way it is to be invoked. There is no issue there.,1,1,1085iG9e-2C-6-57,5,Professional_Developer,3,24,Male,High School;University,India,Java
1541,103AC-6A0G-68-7,HIT05_35,77,40.172,Tue 2015 Jul 07 14:47:31.03,3,3,0,1,0,0,NO,1,There is an issue with this line; but it's because the type variable is set incorrectly on line 3288.,1,1,22Ce-7c-5C-5-49,5,Professional_Developer,8,29,Male,High School;University,USA,Java
1543,91Cc4i3a000,HIT05_35,77,320.89,Tue 2015 Jul 07 15:52:24.73,0,4,0,0,0,0,IDK,1,I don't know; as I need the complete program,1,1,23EE-1c8E1-7-2:16eA-3g-9A-7-5-3,4,Professional_Developer,6,31,Female,University;Web,INDIA,PHP;MySQL
1544,97gI6G0a19-4,HIT05_35,77,1692.577,Tue 2015 Jul 07 16:04:28.04,4,3,0,0,0,1,YES,1,The code is passing the class type as null.,1,1,127IC0c0A-56-3,4,Professional_Developer,15,41,Female,University;Other junior high computer class,USA,c sharp
1553,58cE1g1G-610,HIT05_35,77,487.487,Wed 2015 Jul 08 00:03:21.13,4,4,0,0,0,1,YES,1,The declaration of newArray fails when it is null as in the example.,1,1,629Ee-9e7e9-32,4,Professional_Developer,8,37,Male,University,India,C#;PHP;Java
1554,55Ie-8c-8i5-6-8,HIT05_35,77,1061.142,Wed 2015 Jul 08 00:43:08.80,1,5,0,1,0,0,NO,1,"Cannot establish relationship of ""test"" with the ""source code""",1,1,611eg3E-4C-3-1-2,3,Professional_Developer,14,37,Male,University;Web,PHILIPPINES,PHP; VBA
1555,52eG5c0I65-6,HIT05_35,77,434.338,Wed 2015 Jul 08 01:03:03.53,4,2,0,0,0,1,YES,1,well the generic is recognized to be a String type by the jvm but then the type value is Object,1,1,645ca0i0i87-5:419ee1I0A201,5,Professional_Developer,20,25,Male,High School;University;Other i really dont remember a time when i couldnt,USA,c++
1556,46aa0I3i00-6,HIT05_35,77,562.071,Wed 2015 Jul 08 02:06:13.13,4,3,0,0,0,1,YES,1,ArrayUtils.add() method accepts Object parameters only and not String. So using T type converts your runtime objects to String and not as Objects.  So modify the class to use Objects instead of T type for this operation alone. Use a cast check if required; but stick to Objects for this. Alternatively; you can write your own add() method if you want it to accept String readily.,1,1,707eg-6e-2a05-2,5,Professional_Developer,3,24,Male,High School;University,India,Java
1557,7AE9I-8I-27-8,HIT05_35,77,661.25,Fri 2015 Jul 10 20:46:56.88,3,3,0,1,0,0,NO,1,No; it appears to be used as intended. The new array being build will have the first array combined with the new element. The second parameter will be the array type. ,1,1,40Ag4a-1c-41-2,3,Professional_Developer,3,25,Female,Web,United States,php; python; javascript
1559,7ie5i9i-213,HIT05_35,77,859.216,Sat 2015 Jul 11 09:43:59.92,3,4,0,0,0,1,YES,1,Because a new object array is being copied to a string type array some elements of the array could not be cast appropriately.,1,1,1504ic8g0I130:312cI-5a9I-1-82:10eG-8i5a-618,5,Professional_Developer,8,33,Male,Web,India,C#
1561,774ie-7E4G-2-4-6,HIT07_33,103,89.995,Tue 2015 Jul 07 14:48:18.72,5,2,0,1,0,0,NO,2,"The for loop counter ""i"" is used correctly in this method. It is set to 0 and will not reach ""array.length"". If it was stated as ""i <= array.length"" it would cause a NullPointerException.",1,3,7gG-1G-3C163,4,Professional_Developer,5,29,Male,University;Other On the job,USA,Python; SQL; Java
1562,771ac0e8G-248,HIT07_33,103,39.194,Tue 2015 Jul 07 15:00:52.97,2,3,0,1,0,0,NO,2,no issue with i,1,3,35eA-7i-2a656,5,Professional_Developer,3,25,Male,University,India,JAVA
1564,765ce-7a-9E-4-62,HIT07_33,103,134.786,Tue 2015 Jul 07 15:41:53.97,3,3,0,1,0,0,NO,2,No; there is not an issue with variable i; there was no proper way to return the public class.,1,3,23EE-1c8E1-7-2:16eA-3g-9A-7-5-3,4,Professional_Developer,6,31,Female,University;Web,INDIA,PHP;MySQL
1565,756Ig-5G2I-7-2-3,HIT07_33,103,60.418,Tue 2015 Jul 07 16:15:48.56,5,1,0,1,0,0,NO,2,No; that is just the counter for the loop on the array elements.,1,3,27Ei-8i0A-3-59:15cG-7i7C996,3,Professional_Developer,23,44,Male,High School;University,USA,RPG; Visual Basic
1568,747GA3e-1C4-4-7,HIT07_33,103,54.885,Tue 2015 Jul 07 18:15:53.72,5,1,0,1,0,0,NO,2,Just declaring integer as i. Standard declaration.,1,3,321Ei-7C3c96-3,3,Professional_Developer,5,40,Male,University,USA,SQL
1569,744Eg-8a-5g624,HIT07_33,103,364.903,Tue 2015 Jul 07 18:57:27.28,4,2,0,1,0,0,NO,2,"I feel like this may be a trick question ;)  But I can't think of a reason why declaring ""int i"" is not correct. An int should be just fine to use as a loop iterator; and declaring it in the for statement is standard practice. I only rated my confidence as a ""4"" just because it may be something very simple that I'm missing here; but I would say there is no issue.",1,3,333aA2c-1a4-28,5,Professional_Developer,32,48,Male,High School;University;Web,United States,C++; PHP; JavaScript; HTML
1571,738IG-5C6G651,HIT07_33,103,77.129,Tue 2015 Jul 07 20:00:04.18,5,2,0,1,0,0,NO,1,There is nothing obvious wrong here.,1,3,446ic-1c-4E-1-37,4,Professional_Developer,12,35,Male,University,US,ruby
1573,729cg-9e0C2-38,HIT07_33,103,140.758,Tue 2015 Jul 07 21:18:23.64,5,2,0,1,0,0,NO,1,"Using ""i"" as a variable in this manner is very commonly done. There is a problem in line 910; however; when the null array element is reached; because of course it does not have a class. Also; the 99d element is not a number and not a string; so it could cause a problem as well.",1,3,434Ci3a0c-1-68,4,Professional_Developer,33,57,Male,University;Web;Other Self-study; books,USA,C#
1577,89GI-9A0c750,HIT07_33,103,44.374,Fri 2015 Jul 10 20:06:12.08,5,1,0,1,0,0,NO,1,int i is a valid statement,1,3,15GG-1G-6I44-8:1540CE2g-7G26-4,5,Professional_Developer,10,32,Male,University;Web,USA,php
1578,86Eg-2C-2A-1-9-9,HIT07_33,103,245.995,Sat 2015 Jul 11 00:10:24.86,5,1,0,1,0,0,NO,1,No;it just valid int variable i definition.,1,3,101GC1i5g-7-61:1008II-5a4e60-9:110gg-3i2G-6-94,5,Professional_Developer,15,35,Male,University;Web;Other Private Institute,INDIA,Java
1579,74gI-7g-7a00-2,HIT07_33,103,261.831,Sat 2015 Jul 11 09:11:32.71,4,2,0,1,0,0,NO,1,integer i is assigned a initial value of zero and it increments till the end of array.Also in line 903 array is checked for null value .Hence the declaration of variable i may not result in null pointer exception. ,1,3,75IG0G-7C6-30:286AC-3A-2g0-74:3aI0C8I-9-2-5,4,Professional_Developer,9,33,Female,University,india,PHP
1583,920CC-3g6C1-6-8,HIT08_54,105,73.344,Tue 2015 Jul 07 16:09:32.59,5,2,0,1,0,0,NO,3,No because the parameter being passed is a valid string.,1,1,9gG8A-6g-1-55:601eI7I-3a-5-5-6,4,Professional_Developer,5,30,Male,University,United States,C#
1584,912ca7g6E15-5,HIT08_54,105,207.438,Tue 2015 Jul 07 16:39:49.80,3,3,0,1,0,0,NO,3,fr_POSIX is a const string and i think Java does convert this to String type; so there shouldn't be an issue.,1,1,220aC0I-6a0-6-3,5,Professional_Developer,8,31,Female,University,USA,C
